StockCode,Description,UnitPrice_median,TotalQty,Supplier,CostPrice,LeadTimeDays,Category,SupplierClean,CategoryClean
84429A,MEDIUM PINK BUDDHA HEAD,2.95,55,acme-supplies,1.77048419193887,30.0,Kitchen,Acme Supplies Ltd,Kitchen
84452,METAL RABBIT LADDER EASTER,0.85,135,ACME SUPPLIES,0.6099702949630615,21.0,Kitchen,Acme Supplies Ltd,Kitchen
84455,UNKNOWN,0.0,-31,Pacific Importers,0.0,29.0,home decor,Pacific Importers,Home Decor
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,0.85,127,acme-supplies,0.4988757436783853,21.0,Unknown,Acme Supplies Ltd,Other
84459A,PINK METAL CHICKEN HEART,1.49,657,GlobalTrade Co,1.054639794666452,35.0,LIGHTING,GlobalTrade Co,Lighting
84459B,YELLOW METAL CHICKEN HEART,1.49,731,PACIFIC IMPORTERS LLC,0.8098274047858189,9.0,Lighting,Pacific Importers,Lighting
84461,12 PINK HEN+CHICKS IN BASKET,2.55,35,Unknown Vendor,1.450180464076584,31.0,Home Decor,UNKNOWN,Home Decor
84462,3 PINK HEN+CHICKS IN BASKET,1.25,12,PACIFIC IMPORTERS LLC,0.5308265464792943,7.0,Lighting,Pacific Importers,Lighting
84465,15 PINK FLUFFY CHICKS IN BOX,2.95,4,Acme Supplies Ltd,1.4671833087635004,32.0,home decor,Acme Supplies Ltd,Home Decor
84466,TOP SECRET PEN SET,1.25,45,Acme Supplies Ltd,0.6419716590114145,10.0,Stationery,Acme Supplies Ltd,Stationery
84482,UNKNOWN,0.0,-5,Unknown Vendor,0.0,44.0,Lighting,UNKNOWN,Lighting
84497,BUTTONS AND STRIPES NOTEBOOK,3.75,92,GlobalTrade Co,1.8710009107102716,14.0,Stationery,GlobalTrade Co,Stationery
84499,BLACK FLOWER CANDLE PLATE,0.425,-3,Acme Supplies Ltd,0.2385542243713607,44.0,Kitchen,Acme Supplies Ltd,Kitchen
84507B,STRIPES DESIGN MONKEY DOLL,2.55,59,Pacific Importers,1.6191391980311196,15.0,Stationery,Pacific Importers,Stationery
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,2.55,63,PACIFIC IMPORTERS LLC,1.1647486598740306,28.0,Home Decor,Pacific Importers,Home Decor
84508A,CAMOUFLAGE DESIGN TEDDY,2.55,1591,PACIFIC IMPORTERS LLC,1.454149830524123,20.0,Unknown,Pacific Importers,Other
84508B,STRIPES DESIGN TEDDY,2.55,28,acme-supplies,1.6791460927322477,44.0,Unknown,Acme Supplies Ltd,Other
84508C,BLUE CIRCLES DESIGN TEDDY,2.55,36,Acme Supplies Ltd,1.7936682776266566,22.0,Home Decor,Acme Supplies Ltd,Home Decor
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3.75,887,Unknown Vendor,2.321965297994435,18.0,Home Decor,UNKNOWN,Home Decor
84509B,SET OF 4 FAIRY CAKE PLACEMATS,3.75,217,acme-supplies,2.3781327388534943,39.0,Home Decor,Acme Supplies Ltd,Home Decor
84509C,SET OF 4 POLKADOT PLACEMATS,3.75,131,EuroParts GmbH,1.6657470577672469,5.0,Gifts,EuroParts GmbH,Gifts
84509E,SET OF 4 CAROUSEL PLACEMATS,3.36,91,EuroParts GmbH,2.456233160761704,29.0,LIGHTING,EuroParts GmbH,Lighting
84509F,UNKNOWN,0.0,-1,PACIFIC IMPORTERS LLC,0.0,17.0,home decor,Pacific Importers,Home Decor
84509G,SET OF 4 FAIRY CAKE PLACEMATS,3.36,517,GlobalTrade Co,2.2550153741257946,36.0,Stationery,GlobalTrade Co,Stationery
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,7.46,104,acme-supplies,3.675435416163191,24.0,LIGHTING,Acme Supplies Ltd,Lighting
84509B,SET OF 4 FAIRY CAKE PLACEMATS,7.46,5,Pacific Importers,5.421611698203968,42.0,Home Decor,Pacific Importers,Home Decor
84509C,SET OF 4 POLKADOT PLACEMATS,7.46,43,,4.863814357293711,25.0,Unknown,UNKNOWN,Other
84509G,SET OF 4 FAIRY CAKE PLACEMATS,7.46,2,,4.952207604586522,6.0,Lighting,UNKNOWN,Lighting
84510A,SET OF 4 ENGLISH ROSE COASTERS,1.25,1200,Acme Supplies Ltd,0.5958383882136989,43.0,Lighting,Acme Supplies Ltd,Lighting
84510C,SET OF 4 POLKADOT COASTERS,1.25,134,ACME SUPPLIES,0.6938299897778828,25.0,Gifts,Acme Supplies Ltd,Gifts
84510E,SET OF 4 GREEN CAROUSEL COASTERS,1.25,34,,0.7702932726328128,11.0,LIGHTING,UNKNOWN,Lighting
84510A,SET OF 4 ENGLISH ROSE COASTERS,2.46,53,EuroParts GmbH,1.6469472852758833,26.0,LIGHTING,EuroParts GmbH,Lighting
84510C,SET OF 4 POLKADOT COASTERS,2.46,40,,1.0735090226605677,23.0,LIGHTING,UNKNOWN,Lighting
84510E,SET OF 4 GREEN CAROUSEL COASTERS,2.46,1,ACME SUPPLIES,1.8125965374673487,43.0,Stationery,Acme Supplies Ltd,Stationery
84519A,TOMATO CHARLIE+LOLA COASTER SET,1.25,512,Pacific Importers,0.8894715433676182,18.0,Stationery,Pacific Importers,Stationery
84519B,CARROT CHARLIE+LOLA COASTER SET,1.25,472,EuroParts GmbH,0.6182775083418182,27.0,home decor,EuroParts GmbH,Home Decor
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.85,493,EuroParts GmbH,0.5847711723021187,28.0,Stationery,EuroParts GmbH,Stationery
84522,PINK PARTY SUNGLASSES,1.95,-10,Global Trade Co.,1.1337560774746795,11.0,Unknown,GlobalTrade Co,Other
84526,UNKNOWN,0.0,-1,Acme Supplies Ltd,0.0,17.0,Unknown,Acme Supplies Ltd,Other
84527,FLAMES SUNGLASSES PINK LENSES,1.95,52,Pacific Importers,0.994601277216284,41.0,LIGHTING,Pacific Importers,Lighting
84531A,PINK KNITTED EGG COSY,0.39,115,acme-supplies,0.2353022120752123,35.0,home decor,Acme Supplies Ltd,Home Decor
84531B,BLUE KNITTED EGG COSY,0.39,135,Global Trade Co.,0.2556298645665411,3.0,LIGHTING,GlobalTrade Co,Lighting
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,0.85,-24,Unknown Vendor,0.4622525392264205,7.0,Gifts,UNKNOWN,Gifts
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,1.66,2,GlobalTrade Co,1.0295763511378178,11.0,Stationery,GlobalTrade Co,Stationery
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,0.65,798,Euro Parts,0.4190936895628316,8.0,Stationery,EuroParts GmbH,Stationery
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,0.65,1253,ACME SUPPLIES,0.4217802133709775,23.0,LIGHTING,Acme Supplies Ltd,Lighting
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.42,3106,EuroParts GmbH,0.1756390164252835,28.0,LIGHTING,EuroParts GmbH,Lighting
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,0.42,2054,Unknown Vendor,0.2943829274357048,30.0,Home Decor,UNKNOWN,Home Decor
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.79,14,Acme Supplies Ltd,0.4427070415325357,42.0,LIGHTING,Acme Supplies Ltd,Lighting
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,0.81,5,Acme Supplies Ltd,0.3983949591608768,17.0,Stationery,Acme Supplies Ltd,Stationery
84539,KNITTED RABBIT DOLL,1.65,32,Global Trade Co.,0.7996190030695162,8.0,Unknown,GlobalTrade Co,Other
84546,UNKNOWN,0.0,-45,Acme Supplies Ltd,0.0,29.0,Home Decor,Acme Supplies Ltd,Home Decor
84548,CROCHET BEAR RED/BLUE  KEYRING,1.65,-36,EuroParts GmbH,1.1721452140433235,40.0,Home Decor,EuroParts GmbH,Home Decor
84549,CROCHET WHITE RABBIT KEYRING,3.29,38,,1.7516672403075682,6.0,Stationery,UNKNOWN,Stationery
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,Global Trade Co.,1.0929666187674962,13.0,Lighting,GlobalTrade Co,Lighting
84551,CROCHET DOG KEYRING,1.65,13,acme-supplies,0.7159128171451188,23.0,Kitchen,Acme Supplies Ltd,Kitchen
84558A,3D DOG PICTURE PLAYING CARDS,2.95,336,Global Trade Co.,1.6715285449709714,32.0,LIGHTING,GlobalTrade Co,Lighting
84558A,3D DOG PICTURE PLAYING CARDS,5.91,5,EuroParts GmbH,4.415302781402374,20.0,Unknown,EuroParts GmbH,Other
84559A,3D SHEET OF DOG STICKERS,0.85,397,Acme Supplies Ltd,0.5692052463307202,37.0,Lighting,Acme Supplies Ltd,Lighting
84559B,3D SHEET OF CAT STICKERS,0.85,75,Pacific Importers,0.4026322253110824,5.0,Stationery,Pacific Importers,Stationery
84559D,UNKNOWN,0.0,-7,PACIFIC IMPORTERS LLC,0.0,14.0,LIGHTING,Pacific Importers,Lighting
84559A,3D SHEET OF DOG STICKERS,1.66,29,PACIFIC IMPORTERS LLC,0.7997359876798171,29.0,Stationery,Pacific Importers,Stationery
84559B,3D SHEET OF CAT STICKERS,1.66,23,acme-supplies,0.9019548987395178,32.0,LIGHTING,Acme Supplies Ltd,Lighting
84562A,PINK/WHITE RIBBED MELAMINE JUG,7.95,1,EuroParts GmbH,5.35058379604254,23.0,LIGHTING,EuroParts GmbH,Lighting
84563A,PINK & WHITE BREAKFAST TRAY,4.13,82,Acme Supplies Ltd,2.7668054705022787,40.0,Lighting,Acme Supplies Ltd,Lighting
84563B,BLUE & WHITE BREAKFAST TRAY,2.95,87,ACME SUPPLIES,1.4155136401842128,23.0,Stationery,Acme Supplies Ltd,Stationery
84568,GIRLS ALPHABET IRON ON PATCHES,0.42,13882,,0.3035668277687644,40.0,Unknown,UNKNOWN,Other
84569A,PACK 3 IRON ON DOG PATCHES,1.25,276,EuroParts GmbH,0.7592485799596117,42.0,home decor,EuroParts GmbH,Home Decor
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1.25,49,Acme Supplies Ltd,0.6662168772958814,17.0,LIGHTING,Acme Supplies Ltd,Lighting
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,0.625,-36,acme-supplies,0.3597984082958133,20.0,Home Decor,Acme Supplies Ltd,Home Decor
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1.25,398,ACME SUPPLIES,0.7647186733790129,31.0,Gifts,Acme Supplies Ltd,Gifts
84575A,PINK DOG CANNISTER,5.95,13,acme-supplies,3.545972032568848,40.0,Stationery,Acme Supplies Ltd,Stationery
84576,BLUE CAT BISCUIT BARREL PINK HEART,1.95,53,acme-supplies,1.1119714367534417,23.0,Stationery,Acme Supplies Ltd,Stationery
84580,MOUSE TOY WITH PINK T-SHIRT,3.75,390,Acme Supplies Ltd,2.162724305367337,19.0,Lighting,Acme Supplies Ltd,Lighting
84581,DOG TOY WITH PINK CROCHET SKIRT,3.75,146,Global Trade Co.,1.7315406324366007,43.0,LIGHTING,GlobalTrade Co,Lighting
84584,PINK GINGHAM CAT WITH SCARF,2.55,91,EuroParts GmbH,1.7453641170919263,20.0,Home Decor,EuroParts GmbH,Home Decor
84592,CROCHET ROSE PURSE WITH SUEDE BACK,2.95,76,PACIFIC IMPORTERS LLC,1.7393675303390983,39.0,Lighting,Pacific Importers,Lighting
84593,CROCHET ROSE DES CLOTHES HANGER,2.95,0,EuroParts GmbH,1.315339957210106,40.0,home decor,EuroParts GmbH,Home Decor
84595E,LARGE TORTILLA DESIGN RED BOWL,3.29,87,Acme Supplies Ltd,2.198229902472569,14.0,LIGHTING,Acme Supplies Ltd,Lighting
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.42,5062,Unknown Vendor,0.3050692648214705,13.0,Unknown,UNKNOWN,Other
84596E,SMALL LICORICE DES PINK BOWL,0.83,417,Euro Parts,0.6071926542283375,22.0,Lighting,EuroParts GmbH,Lighting
84596F,SMALL MARSHMALLOWS PINK BOWL,0.42,3732,Euro Parts,0.2222456066644424,11.0,Stationery,EuroParts GmbH,Stationery
84596G,SMALL CHOCOLATES PINK BOWL,0.42,1780,Euro Parts,0.1879209804134308,3.0,LIGHTING,EuroParts GmbH,Lighting
84596J,MIXED NUTS LIGHT GREEN BOWL,0.83,635,,0.4825950915369054,23.0,Home Decor,UNKNOWN,Home Decor
84596L,BISCUITS SMALL BOWL LIGHT BLUE,0.83,1234,Pacific Importers,0.3647129811259486,23.0,Unknown,Pacific Importers,Other
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2.51,7,ACME SUPPLIES,1.824507947163334,25.0,Stationery,Acme Supplies Ltd,Stationery
84596E,SMALL LICORICE DES PINK BOWL,2.51,10,PACIFIC IMPORTERS LLC,1.1652747026314958,11.0,Unknown,Pacific Importers,Other
84596F,SMALL MARSHMALLOWS PINK BOWL,2.46,16,EuroParts GmbH,1.2016314054179524,21.0,Stationery,EuroParts GmbH,Stationery
84596G,SMALL CHOCOLATES PINK BOWL,2.46,3,EuroParts GmbH,1.3341140496479595,21.0,Stationery,EuroParts GmbH,Stationery
84596L,BISCUITS SMALL BOWL LIGHT BLUE,2.46,1,Pacific Importers,1.3139046074294074,25.0,Stationery,Pacific Importers,Stationery
84597B,RETRO BROWN BALL ASHTRAY,1.25,22,Acme Supplies Ltd,0.8476650154240764,29.0,LIGHTING,Acme Supplies Ltd,Lighting
84597C,RETRO PINK BALL ASHTRAY,1.25,28,GlobalTrade Co,0.699638608991046,29.0,Gifts,GlobalTrade Co,Gifts
84598,BOYS ALPHABET IRON ON PATCHES,0.42,-1313,,0.1931029342204905,41.0,Kitchen,UNKNOWN,Kitchen
84600,NEW BAROQUE JEWELLERY BOX,7.95,52,Pacific Importers,3.9235115341900015,38.0,Home Decor,Pacific Importers,Home Decor
84609,TALL ROCOCO CANDLE HOLDER,8.5,62,Pacific Importers,4.914612320932879,14.0,home decor,Pacific Importers,Home Decor
84611B,THROWN AWAY,0.0,-143,acme-supplies,0.0,29.0,Gifts,Acme Supplies Ltd,Gifts
84612B,THROWN AWAY,0.0,-162,GlobalTrade Co,0.0,36.0,Kitchen,GlobalTrade Co,Kitchen
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,4.65,-224,,2.7807537414119903,35.0,Unknown,UNKNOWN,Other
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,2.325,-172,PACIFIC IMPORTERS LLC,1.5115890099560625,30.0,Kitchen,Pacific Importers,Kitchen
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2.975,-388,Euro Parts,2.166384930763767,33.0,LIGHTING,EuroParts GmbH,Lighting
84616,SILVER ROCCOCO CHANDELIER,29.95,11,Global Trade Co.,21.542708436742863,34.0,LIGHTING,GlobalTrade Co,Lighting
84617,NEW BAROQUE BLACK BOXES,12.75,3,PACIFIC IMPORTERS LLC,9.32186244563216,22.0,LIGHTING,Pacific Importers,Lighting
84620,BLUE GINGHAM ROSE CUSHION COVER,5.95,2,acme-supplies,2.889620230801857,42.0,Kitchen,Acme Supplies Ltd,Kitchen
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,0.85,458,EuroParts GmbH,0.379140678725208,37.0,Gifts,EuroParts GmbH,Gifts
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.85,368,Global Trade Co.,0.4299273183976934,33.0,Home Decor,GlobalTrade Co,Home Decor
84629,WHITE 3 FRAME BIRDS AND TREE,4.95,17,Global Trade Co.,3.5307350618176403,33.0,Lighting,GlobalTrade Co,Lighting
84631,FRUIT TREE AND BIRDS WALL PLAQUE,7.705,6,PACIFIC IMPORTERS LLC,5.703385207690892,40.0,Kitchen,Pacific Importers,Kitchen
84632,DECORATIVE HANGING SHELVING UNIT,59.95,5,,42.01078578583626,24.0,LIGHTING,UNKNOWN,Lighting
84637,KITCHEN FLOWER POTS WALL PLAQUE,4.96,116,Acme Supplies Ltd,2.174990763877416,43.0,Lighting,Acme Supplies Ltd,Lighting
84638,SMALL KITCHEN FLOWER POTS PLAQUE,5.83,32,Euro Parts,4.265226830041008,11.0,Lighting,EuroParts GmbH,Lighting
84658,WHITE STITCHED CUSHION COVER,6.95,59,GlobalTrade Co,3.8098184015307863,11.0,Stationery,GlobalTrade Co,Stationery
84659A,WHITE TRAVEL ALARM CLOCK,2.51,298,Global Trade Co.,1.0121790904347276,17.0,Lighting,GlobalTrade Co,Lighting
84660A,WHITE STITCHED WALL CLOCK,0.79,833,Acme Supplies Ltd,0.4383218693168755,15.0,Unknown,Acme Supplies Ltd,Other
84660B,BLACK STITCHED WALL CLOCK,1.25,709,GlobalTrade Co,0.5201552617330172,24.0,Unknown,GlobalTrade Co,Other
84660C,PINK STITCHED WALL CLOCK,1.25,641,Pacific Importers,0.7379465905079889,18.0,Stationery,Pacific Importers,Stationery
84660A,WHITE STITCHED WALL CLOCK,7.46,4,Acme Supplies Ltd,3.867964565638141,34.0,Home Decor,Acme Supplies Ltd,Home Decor
84660B,BLACK STITCHED WALL CLOCK,7.54,2,Pacific Importers,4.265394789754694,4.0,home decor,Pacific Importers,Home Decor
84660C,PINK STITCHED WALL CLOCK,7.46,18,,4.584987811900279,28.0,Home Decor,UNKNOWN,Home Decor
84661A,WHITE SQUARE TABLE CLOCK,2.55,104,Acme Supplies Ltd,1.7954049780174044,16.0,Unknown,Acme Supplies Ltd,Other
84661B,BLACK SQUARE TABLE CLOCK,2.55,115,EuroParts GmbH,1.6107471570011962,40.0,home decor,EuroParts GmbH,Home Decor
84661C,PINK SQUARE TABLE CLOCK,2.53,71,Global Trade Co.,1.3963502730374289,36.0,Stationery,GlobalTrade Co,Stationery
84661A,WHITE SQUARE TABLE CLOCK,4.96,1,PACIFIC IMPORTERS LLC,3.406526753971754,10.0,Home Decor,Pacific Importers,Home Decor
84661B,BLACK SQUARE TABLE CLOCK,4.96,1,acme-supplies,3.5560905908269578,23.0,home decor,Acme Supplies Ltd,Home Decor
84663A,GRASS HOPPER WOODEN WALL CLOCK,0.79,289,ACME SUPPLIES,0.3491136307185025,23.0,home decor,Acme Supplies Ltd,Home Decor
84664,UNKNOWN,0.0,-1,ACME SUPPLIES,0.0,30.0,Kitchen,Acme Supplies Ltd,Kitchen
84665,SQUARE CHERRY BLOSSOM CABINET,5.95,70,Acme Supplies Ltd,2.97249615616364,8.0,Home Decor,Acme Supplies Ltd,Home Decor
84666,SQUARE CHERRY BLOSSOM CABINET,3.95,19,ACME SUPPLIES,1.6450621060648798,22.0,Stationery,Acme Supplies Ltd,Stationery
84670,UNKNOWN,0.0,23,PACIFIC IMPORTERS LLC,0.0,33.0,home decor,Pacific Importers,Home Decor
84673A,PINK FLY SWAT,0.65,92,,0.4562803518719738,35.0,Unknown,UNKNOWN,Other
84673B,BLUE FLY SWAT,0.72,179,Euro Parts,0.3290514689283033,9.0,LIGHTING,EuroParts GmbH,Lighting
84674,FLYING PIG WATERING CAN,2.95,190,EuroParts GmbH,2.0188171014966776,10.0,Kitchen,EuroParts GmbH,Kitchen
84675,FROG KING WATERING CAN,2.95,11,Acme Supplies Ltd,2.0611310948768926,11.0,Lighting,Acme Supplies Ltd,Lighting
84678,CLASSICAL ROSE SMALL VASE,2.55,106,GlobalTrade Co,1.8360488450798365,4.0,Lighting,GlobalTrade Co,Lighting
84679,CLASSICAL ROSE TABLE LAMP,11.95,6,GlobalTrade Co,5.889554885102414,19.0,Lighting,GlobalTrade Co,Lighting
84683,CLASSICAL ROSE CANDLESTAND,1.25,186,acme-supplies,0.8954794660205766,39.0,Unknown,Acme Supplies Ltd,Other
84685,BEACH HUT KEY CABINET,7.46,47,Pacific Importers,3.821250452616825,44.0,LIGHTING,Pacific Importers,Lighting
84686,BEACH HUT MIRROR,2.52,83,Pacific Importers,1.4951621278677536,19.0,home decor,Pacific Importers,Home Decor
84687,BEACH HUT SHELF W 3 DRAWERS,5.95,77,GlobalTrade Co,2.485181808008228,40.0,Stationery,GlobalTrade Co,Stationery
84688,BEACH HUT DESIGN BLACKBOARD,4.25,55,GlobalTrade Co,1.7652731189485062,37.0,Lighting,GlobalTrade Co,Lighting
84689,S/2 BEACH HUT TREASURE CHESTS,2.0,8,Euro Parts,1.304261248912542,41.0,Home Decor,EuroParts GmbH,Home Decor
84691,PACK 20 DOLLY PEGS,0.72,244,Euro Parts,0.4000089544504033,32.0,Lighting,EuroParts GmbH,Lighting
84692,BOX OF 24 COCKTAIL PARASOLS,0.42,7884,GlobalTrade Co,0.2056749791792749,8.0,home decor,GlobalTrade Co,Home Decor
84705C,PINK FLOCK PHOTO FRAME,1.25,12,,0.5833059045108981,6.0,Gifts,UNKNOWN,Gifts
84706D,CHERRY BLOSSOM TABLE CLOCK,1.95,3,Unknown Vendor,1.2372432575114165,39.0,Unknown,UNKNOWN,Other
84706F,RED PEONY TABLE CLOCK,2.95,16,GlobalTrade Co,1.1804145942061637,37.0,Gifts,GlobalTrade Co,Gifts
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,9.95,95,GlobalTrade Co,6.786515996728045,11.0,Lighting,GlobalTrade Co,Lighting
84707B,PINK JEWELLED MIRROR TRINKET TRAY,9.95,34,Pacific Importers,4.255986753347477,8.0,LIGHTING,Pacific Importers,Lighting
84708B,PINK JEWELLED PHOTO FRAME,4.95,57,,2.311755757828317,15.0,home decor,UNKNOWN,Home Decor
84709B,PINK OVAL JEWELLED MIRROR,5.95,26,,3.184337293210354,24.0,Lighting,UNKNOWN,Lighting
84711A,SILVER OVAL SHAPE TRINKET BOX,9.95,25,Acme Supplies Ltd,5.668520561061331,30.0,Gifts,Acme Supplies Ltd,Gifts
84711B,PINK OVAL SHAPE TRINKET BOX,9.95,20,GlobalTrade Co,5.216270490822052,32.0,home decor,GlobalTrade Co,Home Decor
84712B,PINK JEWELLED PHOTO FRAME,7.95,30,Pacific Importers,4.072381599068798,38.0,Unknown,Pacific Importers,Other
84715,SET OF 6 ICE CREAM SKITTLES,2.95,13,Pacific Importers,2.1752432824655674,4.0,Unknown,Pacific Importers,Other
84723,CHERRY BLOSSOM CANVAS ART PICTURE,1.95,41,ACME SUPPLIES,1.2178781324486163,38.0,Lighting,Acme Supplies Ltd,Lighting
84725,FREESTYLE CANVAS ART PICTURE,0.75,33,,0.3061511507839394,10.0,Unknown,UNKNOWN,Other
84726,UNKNOWN,0.0,-14,EuroParts GmbH,0.0,44.0,Kitchen,EuroParts GmbH,Kitchen
84731,3 BIRDS CANVAS SCREEN,1.02,2,Euro Parts,0.7203781058085974,11.0,home decor,EuroParts GmbH,Home Decor
84732B,CUTE BIRD CEATURE SCREEN,0.39,22,,0.1971487694450562,3.0,LIGHTING,UNKNOWN,Lighting
84732D,CUTE RABBIT CEATURE SCREEN,0.39,11,EuroParts GmbH,0.168906941061704,15.0,home decor,EuroParts GmbH,Home Decor
84741C,CITRUS GARLAND FELT FLOWERS,1.95,66,Global Trade Co.,1.297597606610119,17.0,Unknown,GlobalTrade Co,Other
84743C,ORANGE FELT VASE + FLOWERS,0.0,-41,PACIFIC IMPORTERS LLC,0.0,34.0,home decor,Pacific Importers,Home Decor
84744,S/6 SEW ON CROCHET FLOWERS,1.25,110,ACME SUPPLIES,0.7495117221740955,36.0,Gifts,Acme Supplies Ltd,Gifts
84745A,PINK HANGING GINGHAM EASTER HEN,0.42,32,EuroParts GmbH,0.1758757542622889,33.0,Stationery,EuroParts GmbH,Stationery
84745B,BLUE HANGING GINGHAM EASTER HEN,0.42,32,ACME SUPPLIES,0.188653354439941,16.0,Gifts,Acme Supplies Ltd,Gifts
84746,PINK EASTER HENS+FLOWER,2.46,81,EuroParts GmbH,1.520015030139491,16.0,Home Decor,EuroParts GmbH,Home Decor
84748,FOLK FELT HANGING MULTICOL GARLAND,2.46,156,ACME SUPPLIES,1.1629363274960576,31.0,Kitchen,Acme Supplies Ltd,Kitchen
84750A,PINK SMALL GLASS CAKE STAND,1.95,-13,Acme Supplies Ltd,1.1240278294282997,21.0,Stationery,Acme Supplies Ltd,Stationery
84750B,BLACK SMALL GLASS CAKE STAND,0.39,56,ACME SUPPLIES,0.2303763501430122,29.0,Lighting,Acme Supplies Ltd,Lighting
84751B,BLACK MEDIUM GLASS CAKE STAND,0.79,-6,Acme Supplies Ltd,0.3943897381099147,11.0,home decor,Acme Supplies Ltd,Home Decor
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.25,172,EuroParts GmbH,0.9149360055494032,39.0,LIGHTING,EuroParts GmbH,Lighting
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,16380,EuroParts GmbH,0.4516605843050933,39.0,Home Decor,EuroParts GmbH,Home Decor
84760S,SMALL HANGING GLASS+ZINC LANTERN,1.45,45,Pacific Importers,0.9466045551236452,23.0,Home Decor,Pacific Importers,Home Decor
84761,UNKNOWN,0.0,-11,ACME SUPPLIES,0.0,26.0,LIGHTING,Acme Supplies Ltd,Lighting
84763,ZINC FINISH 15CM PLANTER POTS,1.25,446,Acme Supplies Ltd,0.546431883447696,30.0,Kitchen,Acme Supplies Ltd,Kitchen
84766,SILVER ROCOCO CANDLE STICK,1.95,94,Acme Supplies Ltd,1.116323268552832,38.0,Stationery,Acme Supplies Ltd,Stationery
84773,RED ROSE AND LACE C/COVER,1.475,6,ACME SUPPLIES,0.6729682665198464,20.0,Home Decor,Acme Supplies Ltd,Home Decor
84789,ENCHANTED BIRD PLANT CAGE,3.75,186,,2.7839734208824347,27.0,LIGHTING,UNKNOWN,Lighting
84792,ENCHANTED BIRD COATHANGER 5 HOOK,4.65,805,acme-supplies,2.117991680879609,37.0,Stationery,Acme Supplies Ltd,Stationery
84795B,SUNSET CHECK HAMMOCK,7.95,176,GlobalTrade Co,4.5363792521785085,6.0,Stationery,GlobalTrade Co,Stationery
84795C,OCEAN STRIPE HAMMOCK,3.975,5,Acme Supplies Ltd,2.0965834203307447,16.0,Unknown,Acme Supplies Ltd,Other
84795B,SUNSET CHECK HAMMOCK,16.63,16,ACME SUPPLIES,10.373548666073576,41.0,Home Decor,Acme Supplies Ltd,Home Decor
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,8.29,61,Pacific Importers,3.690399140392666,28.0,Stationery,Pacific Importers,Stationery
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,8.29,271,PACIFIC IMPORTERS LLC,4.564563115964996,10.0,Kitchen,Pacific Importers,Kitchen
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,8.29,17,acme-supplies,4.113056652689927,26.0,Home Decor,Acme Supplies Ltd,Home Decor
84797B,UNKNOWN,0.0,-2,Acme Supplies Ltd,0.0,18.0,Kitchen,Acme Supplies Ltd,Kitchen
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,11,GlobalTrade Co,1.056222748080215,22.0,Kitchen,GlobalTrade Co,Kitchen
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,2.55,-102,acme-supplies,1.835501788400765,17.0,Stationery,Acme Supplies Ltd,Stationery
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,1.25,-182,ACME SUPPLIES,0.8644349356169377,9.0,Stationery,Acme Supplies Ltd,Stationery
84800L,LARGE WHITE/PINK ROSE ART FLOWER,1.69,163,Unknown Vendor,0.8520130787747422,19.0,Unknown,UNKNOWN,Other
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,1.69,0,PACIFIC IMPORTERS LLC,1.1428654222415076,24.0,LIGHTING,Pacific Importers,Lighting
84800S,SMALL WHITE/PINK ROSE ART FLOWER,1.25,111,Pacific Importers,0.5136559326482021,24.0,home decor,Pacific Importers,Home Decor
84801A,PINK HYDRANGEA ART FLOWER,2.1,-104,Global Trade Co.,1.550646179465644,14.0,Unknown,GlobalTrade Co,Other
